sequence_id,mmsi,segment_id,point_index,timestamp,original_latitude,original_longitude,imputed_latitude,imputed_longitude,latitude_error,longitude_error,spherical_distance_km,selected_function_id
6,3660489,5,1,2024-04-13 09:00:44,27.37027,-89.92425,27.370316359505175,-89.92425455061853,4.635950517339893e-05,4.550618527332517e-06,0.005174490256736156,vf_8899081520044992948
6,3660489,5,2,2024-04-13 09:06:46,27.37028,-89.9243,27.370315445594546,-89.92425569300681,3.54455945448251e-05,4.430699318902498e-05,0.005888688682887714,vf_8899081520044992948
6,3660489,5,3,2024-04-13 09:18:44,27.37027,-89.92427,27.37031363292098,-89.92425795884877,4.363292097764315e-05,1.204115123698557e-05,0.004995333697228662,vf_8899081520044992948
6,3660489,5,4,2024-04-13 09:33:44,27.37025,-89.92425,27.370311360767484,-89.92426079904065,6.136076748575192e-05,1.0799040651932046e-05,0.006905835555721092,vf_8899081520044992948
6,3660489,5,5,2024-04-13 09:42:43,27.37027,-89.92427,27.37031,-89.9242625,3.999999999848569e-05,7.50000000948603e-06,0.004509034461769114,vf_8899081520044992948
6,3660489,5,6,2024-04-13 09:48:43,27.37052,-89.92427,27.3703090911386,-89.92426363607674,0.00021090886139774057,6.3639232621426345e-06,0.02346041338787315,vf_8899081520044992948
6,3660489,5,7,2024-04-13 10:09:43,27.37032,-89.92425,27.370305910123705,-89.92426761234537,1.4089876295031445e-05,1.7612345374118377e-05,0.002340795516418761,vf_8899081520044992948
6,3660489,5,8,2024-04-13 10:15:45,27.37033,-89.92427,27.37030499621308,-89.92426875473366,2.5003786920052562e-05,1.2452663469275649e-06,0.002783012192731408,vf_8899081520044992948
6,3660489,5,9,2024-04-13 10:27:44,27.37023,-89.92425,27.370303181014897,-89.92427102373138,7.318101489772744e-05,2.1023731378022603e-05,0.008398005725382783,vf_8899081520044992948
6,3660489,5,10,2024-04-13 10:48:44,27.37027,-89.92422,27.3703,-89.924275,2.999999999886427e-05,5.499999998903604e-05,0.0063737445801493415,vf_8899081520044992948
6,3660489,5,11,2024-04-13 11:36:44,27.37025,-89.92423,27.37029272910881,-89.92428408861399,4.2729108812977756e-05,5.4088613993030776e-05,0.007148549366326284,vf_8899081520044992948
6,3660489,5,12,2024-04-13 11:45:45,27.37028,-89.9243,27.3702913632921,-89.92428579588488,1.1363292099275668e-05,1.4204115117877336e-05,0.001887819754967584,vf_8899081520044992948
6,3660489,5,13,2024-04-13 11:54:45,27.37032,-89.92433,27.37029,-89.9242875,2.999999999886427e-05,4.24999999921738e-05,0.005361025711952438,vf_8899081520044992948
6,3660489,5,14,2024-04-13 12:03:43,27.37035,-89.92425,27.37028864175713,-89.92428919780359,6.135824286701563e-05,3.919780358785374e-05,0.007844211301374646,vf_8899081520044992948
6,3660489,5,15,2024-04-13 12:09:44,27.37032,-89.9243,27.370287730371118,-89.9242903370361,3.22696288819202e-05,9.66296390458865e-06,0.003712922456784529,vf_8899081520044992948
6,3660489,5,16,2024-04-13 12:18:45,27.37033,-89.92428,27.370286364554406,-89.924292044307,4.363544559282673e-05,1.204430699885961e-05,0.004995680491963683,vf_8899081520044992948
6,3660489,5,17,2024-04-13 12:27:43,27.37028,-89.92428,27.370285006311537,-89.92429374211058,5.006311535993291e-06,1.3742110581915767e-05,0.0014667378782132908,vf_8899081520044992948
6,3660489,5,18,2024-04-13 12:45:43,27.37033,-89.92427,27.37028227972734,-89.92429715034082,4.77202726578696e-05,2.7150340812909235e-05,0.0059450957217594465,vf_8899081520044992948
6,3660489,5,19,2024-04-13 13:00:46,27.37043,-89.92433,27.37028,-89.9243,0.00014999999999787406,2.9999999995311555e-05,0.016940274254496433,vf_8899081520044992948
